,Name,Price,Producer,MPN,EAN,UPC,Ram Type,Size,Clock,Timings,Sticks,Product Page
896,Corsair Vengeance RGB RT,$166.1 USD,Corsair,CMN64GX4M2Z3600C18,840006650676,,DDR4-3600,64 GB,3600,18-22-22-42,2,https://www.amazon.ca/dp/B09C5RSDP9?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
897,Corsair Vengeance RGB RT,$166.1 USD,Corsair,CMN32GX4M4Z3200C16,840006650614,,DDR4-3200,32 GB,3200,16-20-20-38,4,https://www.amazon.ca/dp/B09C5TVKY3?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
898,Corsair Vengeance RGB RT,$169.38 USD,Corsair,CMN64GX4M2Z3200C16W,840006650669,,DDR4-3200,64 GB,3200,16-20-20-38,2,https://www.amazon.ca/dp/B09C5TY7K1?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
899,Corsair Vengeance RGB RT,$170.27 USD,Corsair,CMN64GX4M2Z3200C16,840006650652,,DDR4-3200,64 GB,3200,16-20-20-38,2,https://www.amazon.ca/dp/B09C5TW7Y4?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
900,Corsair Vengeance RGB RT,$206.72 USD,Corsair,CMN32GX4M2Z4000C18,840006650607,,DDR4-4000,32 GB,4000,18-22-22-42,2,https://www.amazon.ca/dp/B09C5TB37F?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
901,Corsair Vengeance RGB RT,$221.96 USD,Corsair,CMN64GX4M4Z3600C18,840006650706,,DDR4-3600,64 GB,3600,18-22-22-42,4,https://www.amazon.ca/dp/B09C5TXJKX?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
902,Corsair Vengeance RGB RT,$224.88 USD,Corsair,CMN32GX4M2Z4600C18,840006652113,,DDR4-4600,32 GB,4600,18-22-22-42,2,https://www.amazon.ca/dp/B09C5TVH3V?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
903,Corsair Vengeance RGB RT,$253.87 USD,Corsair,CMN64GX4M4Z3200C16W,840006650690,,DDR4-3200,64 GB,3200,16-20-20-38,4,https://www.amazon.ca/dp/B09C5RRM2P?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
904,Corsair Vengeance RGB RT,$253.87 USD,Corsair,CMN64GX4M4Z3200C16,840006650683,,DDR4-3200,64 GB,3200,16-20-20-38,4,https://www.amazon.ca/dp/B09C5TFC17?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
905,Corsair Vengeance RGB RT,$305.75 USD,Corsair,CMN128GX4M4Z3600C18,840006650461,,DDR4-3600,128 GB,3600,18-22-22-42,4,https://www.amazon.ca/dp/B09C5WHJW4?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
906,Corsair Vengeance RGB RT,$692.73 USD,Corsair,CMN128GX4M4Z3200C16,840006650454,,DDR4-3200,128 GB,3200,16-20-20-38,4,https://www.amazon.ca/dp/B09C5TTKGY?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
909,Corsair XMS DDR3-1600 CL9 für Core i5/i7,$38.73 USD,Corsair,CMX4GX3M2A1600C9,843591005975,,DDR3-1600,4 GB,1600,,2,https://www.amazon.ca/Corsair-PC3-12800-1600Mhz-Channel-CMX4GX3M2A1600C9/dp/B002LE8D2A?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B002LE8D2A
910,Corsair XMS3 DDR3-1333 CL9,$39.19 USD,Corsair,CMX8GX3M1A1333C9,843591016285,,DDR3-1333,8 GB,1333,,1,https://www.amazon.ca/Corsair-CMX8GX3M1A1333C9-Ddr3-1x8gb-1333/dp/B006XB56VI?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B006XB56VI
911,Corsair XMS3 DDR3-1333 CL9,$40.5 USD,Corsair,TW3X4G1333C9A,843591005142,,DDR3-1333,4 GB,1333,,2,https://www.amazon.ca/Corsair-PC3-10666-1333mhz-240-pin-TW3X4G1333C9A/dp/B002D11C6U?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B002D11C6U
912,Corsair XMS3 DDR3-1333 CL9,$47.14 USD,Corsair,CMX8GX3M2A1333C9,843591008693,,DDR3-1333,8 GB,1333,,2,https://www.amazon.ca/dp/B003N8GVUY?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
913,Corsair XMS3 DDR3-1333 CL9 für AMD/Core i3/i5/i7,$29.61 USD,Corsair,CMX4GX3M1A1333C9,843591010276,,DDR3-1333,4 GB,1333,,1,https://www.amazon.ca/Corsair-1333MHz-PC3-10666-240-Pin-CMX4GX3M1A1333C9/dp/B003ZDJ42O?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B003ZDJ42O
914,Corsair XMS3 DDR3-1600 CL9,$55.67 USD,Corsair,CMX8GX3M2A1600C9,843591010146,,DDR3-1600,8 GB,1600,,2,https://www.amazon.ca/Corsair-Memory-Channel-240-Pin-CMX8GX3M2A1600C9/dp/B0042A7CAA?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0042A7CAA
915,Corsair — 12GB Triple Channel DDR3 Memory Kit,$58.75 USD,Corsair,CMZ12GX3M3A2000C10,5052733877898,843591010863.0,DDR3-2000,12 GB,2000,10-10-10-27,3,https://www.amazon.ca/dp/B004CRSM4S?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
920,Corsair — 16GB Dual Channel DDR3 Memory Kit,$87.04 USD,Corsair,CMZ16GX3M2A1600C10B,4054318578733,132017873602.0,DDR3-1600,16 GB,1600,10-10-10-27,2,https://www.amazon.ca/dp/B009M0TCK8?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
926,Corsair — 24GB Triple Channel DDR3 Memory Kit,$120.41 USD,Corsair,CMZ24GX3M6A1600C9,843591011617,843591011617.0,DDR3-1600,24 GB,1600,9-9-9-24,6,https://www.amazon.ca/Ven-Ddr3-6x4gb-1600mhz-Black/dp/B004UPTEH6?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B004UPTEH6
927,Corsair — 32GB Dual/Quad Channel DDR3 Memory Kit,$79.78 USD,Corsair,CMZ32GX3M4X1600C10,21111181303,132017585888.0,DDR3-1600,32 GB,1600,10-10-10-27,4,https://www.amazon.ca/dp/B006EWUO22?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
929,Corsair — 4GB Dual Channel DDR3 Memory Kit,$30.46 USD,Corsair,CMZ4GX3M2A1600C9,971478058803,971478058803.0,DDR3-1600,4 GB,1600,9-9-9-24,2,https://www.amazon.ca/dp/B004O69XAY?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
930,Corsair — 4GB Single Module DDR3 Memory Kit,$29.01 USD,Corsair,CMZ4GX3M1A1600C9,9154400055137,779941080524.0,DDR3-1600,4 GB,1600,9-9-9-24,1,https://www.amazon.ca/dp/B004CRSM48?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
931,Corsair — 4GB Single Module DDR3 Memory Kit,$33.08 USD,Corsair,CMZ4GX3M1A1600C9B,5054565241601,801940117960.0,DDR3-1600,4 GB,1600,9-9-9-24,1,https://www.amazon.ca/Corsair-Vengeance-Desktop-Memory-CMZ4GX3M1A1600C9B/dp/B004RFGALC?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B004RFGALC
933,Corsair — 64GB Quad Channel DDR3 Memory Kit,$346.62 USD,Corsair,CMZ64GX3M8A1600C9,843591024990,843591024990.0,DDR3-1600,64 GB,1600,9-9-9-24,8,https://www.amazon.ca/Corsair-Vengeance-Desktop-Motherboards-CMZ64GX3M8A1600C9/dp/B008KSHY2G?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B008KSHY2G
936,Corsair — 8GB DDR3 Memory Kit,$55.32 USD,Corsair,CMZ8GX3M1A1600C10B,5054484870548,843591036030.0,DDR3-1600,8 GB,1600,10-10-10-27,1,https://www.amazon.ca/Corsair-Vengeance-1600MHz-Desktop-CMZ8GX3M1A1600C10B/dp/B009M0TCBC?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B009M0TCBC
941,Corsair — 8GB Dual Channel DDR3 Memory Kit,$50.04 USD,Corsair,CMZ8GX3M2A1600C9B,809185813852,84359112270.0,DDR3-1600,8 GB,1600,9-9-9-24,2,https://www.amazon.ca/dp/B004QBUL1C?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
943,Crucial Ballistix Elite DDR4-3000 CL15,$66.0 USD,Ballistix,BLE8G4D30AEEA,649528778925,,DDR4-3000,8 GB,3000,,1,https://www.amazon.ca/Ballistix-Single-PC4-24000-288-Pin-Memory-BLE8G4D30AEEA/dp/B01GZ1QB3M?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01GZ1QB3M
946,Crucial Ballistix Elite series,$234.23 USD,Crucial,BLE2K8G4D40BEEAK,649528821232,,DDR4-4000,16 GB,4000,18-19-19-39,2,https://www.amazon.ca/dp/B07V5KHNMG?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
947,Crucial Ballistix Elite series,$278.09 USD,Crucial,BLE4K8G4D36BEEAK,649528789600,,DDR4-3600,32 GB,3600,16-18-18,4,https://www.amazon.ca/dp/B07NPFPFZP?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
950,"Crucial Ballistix Elite Series, DDR4-3000, CL15 - 8 GB Kit",$76.88 USD,Crucial,BLE2C4G4D30AEEA,649528778888,,DDR4-3000,8 GB,3000,15-16-16,2,https://www.amazon.ca/Ballistix-Elite-PC4-24000-288-Pin-Memory/dp/B01H3P9CPS?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01H3P9CPS
956,Crucial Ballistix Sport AT,$33.4 USD,Crucial,BLS8G4D26BFSTK,649528786685,,DDR4-2666,8 GB,2666,16-18-18,1,https://www.amazon.ca/dp/B07F6B9L4J?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
957,Crucial Ballistix Sport AT,$44.49 USD,Crucial,BLS8G4D30CESTK,649528786784,,DDR4-3000,8 GB,3000,17-19-19,1,https://www.amazon.ca/dp/B07F6JPPJ4?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
958,Crucial Ballistix Sport AT,$63.83 USD,Crucial,BLS16G4D26BFST,649528786739,,DDR4-2666,16 GB,2666,16-18-18,1,https://www.amazon.ca/dp/B07F6JCHQ4?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
959,Crucial Ballistix Sport AT,$66.31 USD,Crucial,BLS2K8G4D26BFSTK,649528786715,,DDR4-2666,16 GB,2666,16-18-18,2,https://www.amazon.ca/Crucial-Ballistix-Desktop-Gaming-BLS2K8G4D26BFSTK/dp/B07F6B1CVF?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07F6B1CVF
960,Crucial Ballistix Sport AT,$77.22 USD,Crucial,BLS2K8G4D30CESTK,649528786814,,DDR4-3000,16 GB,3000,17-19-19,2,https://www.amazon.ca/dp/B07F6JPLJ2?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
961,Crucial Ballistix Sport AT,$126.93 USD,Crucial,BLS4K8G4D26BFSTK,649528786722,,DDR4-2666,32 GB,2666,16-18-18,4,https://www.amazon.ca/dp/B07F6JVFXH?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
962,Crucial Ballistix Sport AT,$133.59 USD,Crucial,BLS2K16G4D26BFST,649528786760,,DDR4-2666,32 GB,2666,16-18-18,2,https://www.amazon.ca/dp/B07F6JYTDH?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
963,Crucial Ballistix Sport AT,$148.86 USD,Crucial,BLS4K8G4D30CESTK,649528786821,,DDR4-3000,32 GB,3000,17-19-19,4,https://www.amazon.ca/dp/B07FJ23LG4?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
964,Crucial Ballistix Sport AT series,$40.19 USD,Crucial,BLS8G4D32AESTK,649528789228,,DDR4-3200,8 GB,3200,16-18-18,1,https://www.amazon.ca/dp/B07M5RMLQW?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
965,Crucial Ballistix Sport AT series,$80.65 USD,Crucial,BLS16G4D32AEST,649528789235,,DDR4-3200,16 GB,3200,16-18-18,1,https://www.amazon.ca/dp/B07M5RMK1T?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
966,Crucial Ballistix Sport AT series,$158.88 USD,Crucial,BLS4K8G4D32AESTK,649528789259,,DDR4-3200,32 GB,3200,16-18-18,4,https://www.amazon.ca/dp/B07M5RMKFR?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
967,Crucial Ballistix Sport AT series,$302.47 USD,Crucial,BLS4K16G4D32AEST,649528789273,,DDR4-3200,64 GB,3200,16-18-18,4,https://www.amazon.ca/Crucial-Ballistix-Desktop-Gaming-BLS4K16G4D32AEST/dp/B07M5RMH14?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07M5RMH14
968,Crucial Ballistix Sport LT grey DDR4-2666 CL16,$37.57 USD,Ballistix,BLS2C4G4D26BFSB,649528781635,,DDR4-2666,8 GB,2666,,2,https://www.amazon.ca/dp/B06XJ92MS8?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
970,Crucial Ballistix Sport LT Series grey,$19.22 USD,Crucial,BLS4G4D240FSB,649528771292,649528771292.0,DDR4-2400,4 GB,2400,16-16-16,1,https://www.amazon.ca/dp/B00UFBZOKK?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
971,Crucial Ballistix Sport LT series grey,$35.99 USD,Crucial,BLS8G4D30AESBK,649528788740,,DDR4-3000,8 GB,3000,15-16-16,1,https://www.amazon.ca/dp/B07MNJN8BB?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
972,Crucial Ballistix Sport LT Series grey,$39.47 USD,Crucial,BLS8G4D30BESBK,649528784650,,DDR4-3000,8 GB,3000,16-18-18,1,https://www.amazon.ca/dp/B07HP8PVVH?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
973,Crucial Ballistix Sport LT series grey,$40.14 USD,Crucial,BLS8G4D32AESBK,649528789105,,DDR4-3200,8 GB,3200,16-18-18,1,https://www.amazon.ca/dp/B07MNJSRYY?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
974,Crucial Ballistix Sport LT Series grey,$64.79 USD,Crucial,BLS16G4D240FSB,649528773821,649528773821.0,DDR4-2400,16 GB,2400,16-16-16,1,https://www.amazon.ca/dp/B0198X44VA?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
975,Crucial Ballistix Sport LT series grey,$73.79 USD,Crucial,BLS2K8G4D30AESBK,649528788764,,DDR4-3000,16 GB,3000,15-16-16,2,https://www.amazon.ca/dp/B07MGPH9R9?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
976,Crucial Ballistix Sport LT series grey,$80.38 USD,Crucial,BLS16G4D32AESB,649528789112,,DDR4-3200,16 GB,3200,16-18-18,1,https://www.amazon.ca/dp/B07M5RLSG1?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
977,Crucial Ballistix Sport LT series grey,$80.54 USD,Crucial,BLS16G4D30AESB,649528788757,,DDR4-3000,16 GB,3000,15-16-16,1,https://www.amazon.ca/dp/B07MK9VP5W?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
978,Crucial Ballistix Sport LT Series grey,$80.9 USD,Crucial,BLS2K8G4D30BESBK,649528784681,,DDR4-3000,16 GB,3000,16-18-18,2,https://www.amazon.ca/dp/B07HP87R9J?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
979,Crucial Ballistix Sport LT Series grey,$82.07 USD,Crucial,BLS16G4D30BESB,649528784803,,DDR4-3000,16 GB,3000,16-18-18,1,https://www.amazon.ca/dp/B07HP7ZZVP?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
980,Crucial Ballistix Sport LT series grey,$144.34 USD,Crucial,BLS4K8G4D30AESBK,649528788771,,DDR4-3000,32 GB,3000,15-16-16,2,https://www.amazon.ca/dp/B07M5RLNKG?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
981,Crucial Ballistix Sport LT series grey,$152.18 USD,Crucial,BLS2K16G4D30AESB,649528788788,,DDR4-3000,32 GB,3000,15-16-16,2,https://www.amazon.ca/dp/B07MNJGP3G?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
982,Crucial Ballistix Sport LT Series grey,$152.95 USD,Crucial,BLS2C16G4D30BESB,649528784834,,DDR4-3000,32 GB,3000,16-18-18,2,https://www.amazon.ca/dp/B07HPBV5RT?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
983,Crucial Ballistix Sport LT series grey,$171.48 USD,Crucial,BLS4K8G4D32AESBK,649528789136,,DDR4-3200,32 GB,3200,16-18-18,4,https://www.amazon.ca/dp/B07MNJPFFF?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
984,Crucial Ballistix Sport LT series grey,$297.4 USD,Crucial,BLS4K16G4D30AESB,649528788795,,DDR4-3000,64 GB,3000,15-16-16,4,https://www.amazon.ca/dp/B07M9HZCRM?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
985,Crucial Ballistix Sport LT series grey,$302.47 USD,Crucial,BLS4K16G4D32AESB,649528789150,,DDR4-3200,64 GB,3200,16-18-18,4,https://www.amazon.ca/Crucial-Ballistix-Desktop-Gaming-BLS4K16G4D32AESB/dp/B07MNJGP3D?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07MNJGP3D
986,Crucial Ballistix Sport LT Series grey DDR4-2400,$34.81 USD,Crucial,BLS2K4G4D240FSB,649528771315,,DDR4-2400,8 GB,2400,16-16-16,2,https://www.amazon.ca/dp/B00UFF7Y72?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
987,Crucial Ballistix Sport LT Series grey DDR4-2400,$36.15 USD,Crucial,BLS8G4D240FSBK,649528778130,,DDR4-2400,8 GB,2400,16-16-16,1,https://www.amazon.ca/dp/B01M7STFAJ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
988,Crucial Ballistix Sport LT Series grey DDR4-2400,$78.74 USD,Crucial,BLS4K4G4D240FSB,649528771339,,DDR4-2400,16 GB,2400,16-16-16,4,https://www.amazon.ca/dp/B00UFF84CQ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
989,"Crucial Ballistix Sport LT Series grey DDR4-2400, CL16 - 16 GB Kit",$78.74 USD,Crucial,BLS4C4G4D240FSB,649528771377,,DDR4-2400,16 GB,2400,16-16-16,4,https://www.amazon.ca/dp/B00UFF84CQ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
991,Crucial Ballistix Sport LT Series grey DDR4-2666,$67.21 USD,Crucial,BLS2K8G4D26BFSBK,649528782014,,DDR4-2666,16 GB,2666,16-18-18,2,https://www.amazon.ca/Crucial-Ballistix-Desktop-Gaming-BLS2K8G4D26BFSBK/dp/B06XJ663W7?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06XJ663W7
992,Crucial Ballistix Sport LT Series grey DDR4-2666,$68.77 USD,Crucial,BLS8G4D26BFSB,649528781673,,DDR4-2666,8 GB,2666,16-18-18,1,https://www.amazon.ca/dp/B01N6RVZDM?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
993,Crucial Ballistix Sport LT Series red,$19.57 USD,Crucial,BLS4G4D240FSE,649528777225,649528777225.0,DDR4-2400,4 GB,2400,16-16-16,1,https://www.amazon.ca/dp/B01DPZVP3W?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
994,Crucial Ballistix Sport LT Series red,$19.62 USD,Crucial,BLS4G4D26BFSE,649528781826,649528781826.0,DDR4-2666,4 GB,2666,16-18-18,1,https://www.amazon.ca/dp/B01NASRCV5?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
995,Crucial Ballistix Sport LT Series red,$34.09 USD,Crucial,BLS8G4D26BFSEK,649528782083,,DDR4-2666,8 GB,2666,16-18-18,1,https://www.amazon.ca/dp/B01N7RQLVZ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
996,Crucial Ballistix Sport LT series red,$37.3 USD,Crucial,BLS8G4D30AESEK,649528788801,,DDR4-3000,8 GB,3000,15-16-16,1,https://www.amazon.ca/dp/B07M5RLKF1?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
997,Crucial Ballistix Sport LT series red,$39.47 USD,Crucial,BLS8G4D32AESEK,649528789167,,DDR4-3200,8 GB,3200,16-18-18,1,https://www.amazon.ca/dp/B07MGPK9JR?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
998,Crucial Ballistix Sport LT Series red,$40.19 USD,Crucial,BLS2K4G4D240FSE,649528777317,,DDR4-2400,8 GB,2400,16-16-16,2,https://www.amazon.ca/dp/B01F4Z4OPW?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
999,Crucial Ballistix Sport LT Series red,$64.91 USD,Crucial,BLS4K4G4D26BFSE,649528781864,,DDR4-2666,16 GB,2666,16-18-18,4,https://www.amazon.ca/dp/B06XJ88NJ9?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1000,Crucial Ballistix Sport LT Series red,$66.31 USD,Crucial,BLS16G4D240FSE,649528777249,649528777249.0,DDR4-2400,16 GB,2400,16-16-16,1,https://www.amazon.ca/dp/B01DPSQPF2?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1001,Crucial Ballistix Sport LT Series red,$66.8 USD,Crucial,BLS2K8G4D240FSE,649528778420,,DDR4-2400,16 GB,2400,16-16-16,2,https://www.amazon.ca/dp/B06XJ8SVWX?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1002,Crucial Ballistix Sport LT Series red,$66.81 USD,Crucial,BLS16G4D26BFSE,649528782267,649528782267.0,DDR4-2666,16 GB,2666,16-18-18,1,https://www.amazon.ca/dp/B01N7RQ882?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1003,Crucial Ballistix Sport LT Series red,$71.64 USD,Crucial,BLS4K4G4D240FSE,649528777348,,DDR4-2400,16 GB,2400,16-16-16,4,https://www.amazon.ca/dp/B01EGNCKLI?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1004,Crucial Ballistix Sport LT series red,$73.94 USD,Crucial,BLS16G4D30AESE,649528788818,,DDR4-3000,16 GB,3000,15-16-16,1,https://www.amazon.ca/dp/B07MGPGXPS?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1005,Crucial Ballistix Sport LT series red,$76.57 USD,Crucial,BLS16G4D32AESE,649528789174,,DDR4-3200,16 GB,3200,16-18-18,1,https://www.amazon.ca/dp/B07MGPK7XC?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1006,Crucial Ballistix Sport LT series red,$91.03 USD,Crucial,BLS2K8G4D30AESEK,649528788825,,DDR4-3000,16 GB,3000,15-16-16,2,https://www.amazon.ca/dp/B07M5RLBKF?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1007,Crucial Ballistix Sport LT series red,$142.23 USD,Crucial,BLS4K8G4D30AESEK,649528788832,,DDR4-3000,32 GB,3000,15-16-16,4,https://www.amazon.ca/dp/B07MK9VTQV?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1008,Crucial Ballistix Sport LT series red,$153.77 USD,Crucial,BLS2K16G4D30AESE,649528788849,,DDR4-3000,32 GB,3000,15-16-16,2,https://www.amazon.ca/dp/B07MNJHJ2G?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1009,Crucial Ballistix Sport LT series red,$160.32 USD,Crucial,BLS4K8G4D32AESEK,649528789211,,DDR4-3200,32 GB,3200,16-18-18,4,https://www.amazon.ca/dp/B07MNJPFFC?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1010,Crucial Ballistix Sport LT series red,$296.0 USD,Crucial,BLS4K16G4D30AESE,649528788856,,DDR4-3000,64 GB,3000,15-16-16,4,https://www.amazon.ca/dp/B07MK9T78F?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1011,Crucial Ballistix Sport LT series red,$318.35 USD,Crucial,BLS4K16G4D32AESE,649528789204,,DDR4-3200,64 GB,3200,16-18-18,4,https://www.amazon.ca/dp/B07MNJP6RY?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1012,"Crucial Ballistix Sport LT Series red, DDR4-2400, CL16 - 16 GB Kit",$71.64 USD,Crucial,BLS4C4G4D240FSE,649528777287,,DDR4-2400,16 GB,2400,16,4,https://www.amazon.ca/dp/B01EGNCKLI?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1013,Crucial Ballistix Sport LT Series white,$18.36 USD,Crucial,BLS4G4D240FSC,649528774231,649528774231.0,DDR4-2400,4 GB,2400,16-16-16,1,https://www.amazon.ca/dp/B0198QDKGW?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1014,Crucial Ballistix Sport LT series white,$37.3 USD,Crucial,BLS8G4D30AESCK,649528788689,,DDR4-3000,8 GB,3000,15-16-16,1,https://www.amazon.ca/dp/B07MNJGP3C?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1015,Crucial Ballistix Sport LT series white,$37.57 USD,Crucial,BLS8G4D32AESCK,649528789044,,DDR4-3200,8 GB,3200,16-18-18,1,https://www.amazon.ca/Crucial-Ballistix-Desktop-Gaming-BLS8G4D32AESCK/dp/B07MNJRQB2?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07MNJRQB2
1016,Crucial Ballistix Sport LT Series white,$61.92 USD,Crucial,BLS16G4D240FSC,649528774255,,DDR4-2400,16 GB,2400,16-16-16,1,https://www.amazon.ca/dp/B0198QDM9C?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1017,Crucial Ballistix Sport LT Series white,$64.79 USD,Crucial,BLS16G4D26BFSC,649528782212,649528782212.0,DDR4-2666,16 GB,2666,16-18-18,1,https://www.amazon.ca/dp/B01N7RZ1BC?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1018,Crucial Ballistix Sport LT series white,$73.03 USD,Crucial,BLS16G4D32AESC,649528789051,,DDR4-3200,16 GB,3200,16-18-18,1,https://www.amazon.ca/dp/B07M5RLBKJ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1019,Crucial Ballistix Sport LT series white,$74.74 USD,Crucial,BLS16G4D30AESC,649528788696,,DDR4-3000,16 GB,3000,15-16-16,1,https://www.amazon.ca/dp/B07MNJRQ9X?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1020,Crucial Ballistix Sport LT series white,$75.92 USD,Crucial,BLS2K8G4D30AESCK,649528788702,,DDR4-3000,16 GB,3000,15-16-16,2,https://www.amazon.ca/dp/B07MD3W585?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
